gene,label
ATP5PO,E
STAT5A,NE
GRID2IP,NE
MEX3D,NE
ERI1,NE
MBD3,NE
NUDT10,NE
STRBP,NE
CTNNA1,NE
ZNF557,NE
SEPTIN6,NE
KXD1,NE
PPIG,NE
PIAS3,NE
CSNK1A1L,NE
SMYD1,NE
MAPK12,NE
TRIB2,NE
IDH2,NE
PSEN1,NE
ATP6V1A,E
INTS4,E
STOML2,NE
COX18,NE
HIPK3,NE
SS18L1,NE
UBL4B,NE
MTPAP,E
UEVLD,NE
YME1L1,E
TFCP2,NE
TP73,NE
PEX1,NE
YRDC,E
ARL3,NE
WASL,NE
TPST2,NE
DNAJB12,NE
MYH7,NE
HERC5,NE
PDCD2L,NE
SUCLA2,NE
MYH6,NE
PIK3CG,NE
ZBTB8OS,E
PABPC4,NE
COPZ1,E
FOXF2,NE
SOX1,NE
ATG7,NE
HMGN1,NE
DVL1,NE
DDX60,NE
OASL,NE
RHOB,NE
FLNA,NE
TICRR,E
DNAJC10,NE
RBFOX2,NE
ARF6,NE
FOXC1,NE
USP51,NE
FOXD4L3,NE
RAB10,NE
RASIP1,NE
APPL1,NE
UIMC1,NE
FOXI2,NE
CLP1,E
IGF2R,NE
ARID1B,NE
PHF19,NE
UCK1,NE
ATAD3C,NE
NDUFB2,NE
CSNK1G3,NE
HFM1,NE
ANKZF1,NE
RPL12,E
HEY1,NE
CDKN2D,NE
TUBG2,NE
MRPL45,E
DVL3,NE
ACAT1,NE
MEF2A,NE
DNAH1,NE
GCFC2,NE
TUT7,NE
SMAD7,NE
MRPS24,E
KANK1,NE
TRAF3,NE
TCF19,NE
H2BW1,NE
COX6C,NE
RSU1,NE
DNAJC3,NE
TCF12,NE
NSF,E
SLIT3,NE
BCL2L12,NE
UCKL1,NE
MSH3,NE
PABPC5,NE
CBX8,NE
PPP2R5D,NE
FOXD2,NE
MELK,NE
CUL9,NE
TFAP4,NE
USP16,NE
SPCS1,NE
PLEKHA7,NE
VASN,NE
BAG4,NE
UBE3A,NE
RAB1A,NE
USF2,NE
NTPCR,NE
CHKA,E
FHDC1,NE
ETV4,NE
TERF2IP,NE
KATNB1,NE
EIF5A2,NE
TMA7,NE
DUSP16,NE
ZNF174,NE
PSME4,NE
HECTD3,NE
SPO11,NE
AGFG1,NE
LIMD2,NE
BICRA,NE
SUN2,NE
RAD54B,NE
APP,NE
ANKRD28,NE
TXNDC11,NE
TRIB3,NE
ARL5A,NE
RNF126,NE
CETN2,NE
HSF5,NE
FOXJ1,NE
INSR,NE
CTTN,NE
CDIPT,E
TALDO1,NE
NKX3-1,NE
VRK3,NE
QTRT1,NE
AASDH,NE
TET1,NE
DEPDC5,NE
HMOX1,NE
DUSP9,NE
SAMHD1,NE
TPM3,NE
NFKBIA,NE
WNT16,NE
LRIG1,NE
CCNG2,NE
POLI,NE
XPOT,NE
MYH3,NE
TLE4,NE
NR1D1,NE
ESRP1,NE
UACA,NE
CLK3,NE
ASPSCR1,NE
MSH4,NE
H4C16,NE
KIF27,NE
RC3H1,NE
L3MBTL1,NE
USP25,NE
MORC2,NE
NDUFS4,NE
RALYL,NE
UPK2,NE
EIF4E3,NE
ZNF672,NE
SYCP3,NE
ZNF787,NE
TBX2,NE
PPP2R5E,NE
TDG,NE
ESX1,NE
PHF2,NE
TCEANC,NE
PTK7,NE
TUBAL3,NE
LTV1,E
TPRKB,NE
SIRT5,NE
EPS15,NE
RAX,NE
SKIL,NE
OSR1,NE
KDM4B,NE
ZMAT2,E
EML2,NE
ZKSCAN1,NE
FIRRM,NE
PSPH,NE
ARX,NE
RGCC,NE
RAP1B,NE
MAPKAPK2,NE
IKZF5,NE
DDX53,NE
PRELID1,E
CALU,NE
SIRT2,NE
PIWIL2,NE
NDUFB3,NE
PPM1B,NE
FMNL1,NE
ARNT,NE
CBX7,NE
MECOM,NE
C1D,NE
PNRC2,NE
TRAF6,NE
ENSA,NE
NOP16,E
ZNF266,NE
TRIM35,NE
SLC2A8,NE
CIAO2B,E
UAP1,NE
CASP3,NE
MECP2,NE
PABPC3,NE
ACACB,NE
PFKP,NE
IGF2BP2,NE
HOXA4,NE
NEK9,NE
SIX5,NE
PTPDC1,NE
HMOX2,NE
HADHA,NE
SQSTM1,NE
SLC25A16,NE
MTHFR,NE
SGTB,NE
KDELR2,NE
TOX,NE
SESN2,NE
SNX6,NE
HDAC3,E
RALA,NE
DNAAF4,NE
ADSS1,NE
WTIP,NE
AKAP9,NE
FLT3,NE
ESR1,NE
AP1G1,NE
OBSL1,NE
CNTRL,NE
UCHL3,NE
KIF19,NE
NFATC2,NE
HDDC3,NE
CDS1,NE
NTHL1,NE
ASB11,NE
PHF20L1,NE
EXOSC5,E
WDR36,E
NME8,NE
FOXQ1,NE
ERN1,NE
ZNF479,NE
WNT10A,NE
PSMB9,NE
CWC27,NE
HSCB,E
PANK2,NE
ASL,NE
DHTKD1,NE
CUL7,NE
ING2,NE
HIP1R,NE
TRMT2A,NE
PAX3,NE
EPC2,NE
THUMPD1,NE
ADCY10,NE
G2E3,NE
GAMT,NE
NOL6,E
MAPK11,NE
NFKBID,NE
SLC2A10,NE
DALRD3,NE
FEM1B,NE
PATL1,NE
HOXA7,NE
DNAL1,NE
PSME1,NE
DYRK3,NE
PRRX2,NE
POLH,NE
DIRAS3,NE
POLK,NE
PC,NE
RAD18,NE
TNPO2,NE
FANCG,NE
PRDM2,NE
TDP1,NE
RFX2,NE
MLLT10,NE
TRAPPC10,NE
WWOX,NE
RAB5A,NE
NAA16,NE
SIRT6,NE
DES,NE
CELF2,NE
ZZEF1,NE
FOXC2,NE
MYH1,NE
RNF17,NE
AP3D1,NE
UPF3A,NE
HDAC4,NE
MRPL33,E
E2F8,NE
TRIM27,NE
EGLN1,NE
MSX2,NE
ZNF394,NE
PKNOX1,NE
ACTBL2,NE
PEPD,NE
LSM14B,NE
MRPL21,E
FEM1C,NE
TLX3,NE
RPGRIP1L,NE
ANKRD54,NE
WNT7B,NE
APMAP,NE
ATE1,NE
ESRRA,NE
WWC1,NE
APPBP2,NE
TRIM23,NE
NXF3,NE
GOSR2,E
CDH3,NE
RBMS2,NE
ZKSCAN5,NE
TEAD2,NE
LAP3,NE
SMAD6,NE
FOXF1,NE
LHX5,NE
DAPK3,NE
CXCR4,NE
INO80D,NE
HK2,E
PSEN2,NE
PIWIL4,NE
ATG2A,NE
ANKRD55,NE
RIPK1,NE
RFK,E
GADD45G,NE
HOXD13,NE
PGK2,NE
SEC24C,NE
MESP2,NE
XBP1,NE
BAG1,NE
ZRANB3,NE
PIP5K1A,NE
PARP4,NE
TCF7L1,NE
MCEE,NE
ASXL1,NE
HDAC11,NE
CEP250,NE
MGMT,NE
BNIP3,NE
MYO5A,NE
LONRF3,NE
PKLR,NE
TPM2,NE
PRKAR2A,NE
SHOX2,NE
SETDB2,NE
WDR76,NE
RABEP1,NE
PHC1,NE
AK1,NE
NPEPL1,NE
CBS,NE
ATF7,NE
LRRK1,NE
IFIH1,NE
ATG3,NE
TIMM17A,NE
BMAL1,NE
CRX,NE
MBTD1,NE
ACVR2A,NE
DVL2,NE
EIF4E1B,NE
TXNL1,NE
PHF7,NE
GLOD4,NE
PLS3,NE
GAPDHS,NE
CPS1,NE
RIT1,NE
DLL1,NE
USF1,NE
GTPBP3,NE
ZNF692,NE
HOXB4,NE
NAP1L2,NE
TGIF1,NE
HIPK1,NE
TUBA8,NE
RALB,NE
CDO1,NE
ECHDC2,NE
LRRK2,NE
OGDHL,NE
REPIN1,NE
ACTL7A,NE
ZNF326,NE
NOTCH3,NE
ALX4,NE
RAX2,NE
SNX5,NE
ZFP1,NE
BIRC2,NE
GATA1,NE
ID3,NE
RAB11A,NE
ZBTB45,NE
FBXL4,NE
PAK4,NE
EPCAM,NE
POR,NE
ELAVL3,NE
FPGS,E
CIZ1,NE
NKX2-1,NE
FOXA2,NE
LRP5,NE
DUSP3,NE
ANKRD42,NE
VDAC3,NE
SFRP1,NE
USP3,NE
PGD,E
KRT8,NE
NFE2L1,NE
REC8,NE
ACTR8,E
SLC38A2,NE
FOSL1,NE
PCYT1B,NE
ZBTB24,NE
MPG,NE
ASS1,NE
ADARB1,NE
ANAPC4,E
KLF17,NE
BCL3,NE
ISL1,NE
PTRH2,NE
ZSCAN1,NE
ATXN1,NE
BTBD1,NE
IDH1,NE
RHOT1,NE
PTBP3,NE
MAST1,NE
ICMT,NE
UBL7,NE
NSUN3,NE
RNF38,NE
DLST,E
CDKAL1,NE
TDRD5,NE
SPDEF,NE
USP42,NE
ZNRD2,NE
C18orf32,NE
MND1,NE
LAS1L,E
GSC2,NE
NFATC3,NE
LIMK1,NE
ZXDC,NE
WNT5B,NE
PSMB11,NE
PMS1,NE
NXF5,NE
HOXA1,NE
GIGYF1,NE
NFE2L2,NE
COPA,E
TP63,NE
H4C11,NE
GPN2,E
KIF21B,NE
EXT1,NE
ACTL9,NE
TUBA3C,NE
PTER,NE
NAA25,E
DCAF4,NE
KIF1B,NE
RC3H2,NE
MXD1,NE
GGPS1,E
MSH5,NE
PICALM,NE
UBE2L6,NE
PTGES3L,NE
ASB3,NE
TRAPPC9,NE
PPP2R5C,NE
CNOT7,NE
FIGNL1,NE
OAT,NE
APOE,NE
MVP,NE
LEF1,NE
PHF3,NE
FOXL1,NE
JAK3,NE
FLNB,NE
RABEPK,NE
TYSND1,NE
SLC25A33,NE
EIPR1,NE
ACTN4,NE
FOXG1,NE
TRAPPC2L,NE
NFKBIB,NE
RAP2B,NE
ZMYM3,NE
SLC25A37,NE
PDGFB,NE
PCGF3,NE
MTA3,NE
PIP5K1C,NE
KLC2,NE
SOCS1,NE
RPAP1,E
WNT7A,NE
ELOA2,NE
PEX6,NE
ZNF211,NE
TNNT1,NE
ARPP19,NE
CRTC1,NE
PARL,NE
TREX2,NE
ZNF346,NE
WDR88,NE
MTF2,NE
GOT2,NE
USP15,NE
VPS29,E
TNFRSF10B,NE
YTHDF2,NE
GATA3,NE
SAR1B,NE
SLC2A12,NE
WARS2,E
EPS15L1,NE
AIFM2,NE
HIVEP1,NE
NUDT11,NE
CDKN2A,NE
FOS,NE
DNAJB9,NE
UBA5,NE
DRG2,NE
SLC9C2,NE
IFIT5,NE
ZNF350,NE
ZNF354C,NE
HMGB4,NE
EPAS1,NE
NR0B1,NE
TBX22,NE
PDHA2,NE
HNRNPA1L2,NE
RIPK4,NE
HOXA13,NE
PTS,NE
ARPC1B,NE
ULK2,NE
PBX1,NE
SUCLG2,NE
TRIM17,NE
FBXL14,NE
SLC2A13,NE
BHLHE40,NE
DSP,NE
GAS7,NE
PGR,NE
COMMD9,NE
DNAJC15,NE
ZNF282,NE
TTLL1,NE
MAST3,NE
TUBGCP4,E
PLAG1,NE
ISL2,NE
FST,NE
OTP,NE
CALM3,NE
PAAF1,NE
PPEF2,NE
MITF,NE
MYOCD,NE
MMADHC,NE
MAML1,NE
LRCH2,NE
B2M,NE
AKT2,NE
RERE,NE
KDR,NE
GATA4,NE
RAD21L1,NE
PLA2G6,NE
ANTKMT,NE
PITPNA,NE
HTRA2,NE
FKBP7,NE
RBMS1,NE
ONECUT3,NE
ZBTB44,NE
MAP2K7,NE
JMJD1C,NE
MAP4,NE
DYNLT1,NE
PRDX6,NE
FBXO11,NE
GPKOW,E
DNAJC16,NE
FOXE3,NE
NME6,NE
IDH3B,NE
CNOT6L,NE
LMO4,NE
DGUOK,NE
ACVR1B,NE
SLC25A4,NE
MAP3K3,NE
TOPORS,NE
MARCHF7,NE
ARID5A,NE
IPO4,NE
PANK1,NE
ZNF783,NE
VKORC1L1,NE
KIDINS220,NE
ASB2,NE
MRPL38,E
PPP3CB,NE
NUDT19,NE
RRAS,NE
AP2S1,E
AK7,NE
NOTCH1,NE
KIF21A,NE
AUH,NE
UTF1,NE
TEF,NE
ANKRD6,NE
MZF1,NE
ZBTB3,NE
NFATC1,NE
ALX3,NE
SUV39H2,NE
SPAG9,NE
ATP6V1D,E
C12orf57,NE
MYH13,NE
MED27,E
PANK4,NE
SCD,E
DERA,NE
ATXN7L3,NE
ZNF627,NE
BTG3,NE
CAPZA2,NE
PKN1,NE
GPR149,NE
SSH3,NE
MRAS,NE
ATG14,NE
CLIP2,NE
HOXA11,NE
ABTB1,NE
ZNF101,NE
HTATIP2,NE
WWC3,NE
KDM4C,NE
MAN1B1,NE
NIT2,NE
TDRD6,NE
ACTRT3,NE
ZMPSTE24,NE
DNAJC24,NE
SOX8,NE
USB1,NE
PPP1R12B,NE
TGFB1,NE
HES4,NE
RNF113B,NE
ZGLP1,NE
NACA2,NE
ATP2A1,NE
ZNF653,NE
ALG2,E
MRPL51,E
CDC123,E
ATXN3,NE
RCCD1,NE
KANK4,NE
UGGT1,NE
RFX3,NE
KIFC2,NE
TRIM63,NE
COL2A1,NE
DUSP23,NE
MED8,E
MSX1,NE
NR1D2,NE
RNF10,NE
GJA1,NE
CAMKK2,NE
KANK3,NE
NEK7,NE
ZXDA,NE
FOXI1,NE
FAM136A,NE
TYMP,NE
MIDEAS,NE
ALB,NE
TPD52,NE
PPIB,NE
ULK1,NE
IQGAP3,NE
BMPR1B,NE
KSR1,NE
IST1,NE
EPC1,NE
SLIT2,NE
NME7,NE
PITPNB,NE
MYG1,NE
TBC1D7,NE
HERC1,NE
ARID3C,NE
S100A13,NE
WASF2,NE
WDR5B,NE
SPRY2,NE
PDK3,NE
KLHDC2,NE
GNE,NE
TRAF2,NE
MAFK,NE
ZFP57,NE
ZNF544,NE
PLEKHA5,NE
UBE2U,NE
UBD,NE
FKBP10,NE
MYCL,NE
ELL2,NE
AREL1,NE
POMC,NE
IP6K3,NE
RAB7A,NE
MXI1,NE
LIMD1,NE
DHX58,NE
DUSP1,NE
PITX2,NE
TLX1,NE
WNT8B,NE
ZNF707,NE
PABPC1L2B,NE
EEA1,NE
EOMES,NE
NKTR,NE
DCTN2,E
ITPKC,NE
RHOU,NE
MEX3C,NE
POU5F1,NE
GLI1,NE
RNH1,NE
SRXN1,NE
CENPV,NE
SP4,NE
TAOK3,NE
NFIC,NE
GCAT,NE
ZIC2,NE
HDAC10,NE
AK8,NE
MTRF1,NE
USP5,E
FOXO4,NE
UBXN1,NE
TRMT2B,NE
WDR86,NE
USP26,NE
SNTB2,NE
NUDCD3,E
NADSYN1,NE
ANKRD29,NE
RBM6,NE
TRIM32,NE
LDHB,NE
RET,NE
METTL14,E
SCML2,NE
RADIL,NE
XPC,NE
COQ8A,NE
ARF5,NE
SOX30,NE
ALKBH5,NE
CGAS,NE
H4C3,NE
STX8,NE
PPARA,NE
DDX52,E
DLX5,NE
PCCB,NE
RBM12B,NE
AACS,NE
SMYD2,NE
PALS2,NE
FDX1,NE
ATP6V0B,E
IRS1,NE
TYK2,NE
ATP2C1,NE
MCCC2,NE
INF2,NE
GMPR2,NE
RAP2A,NE
CCN2,NE
MYH14,NE
FN1,NE
KLC4,NE
PER2,NE
UGDH,NE
POTEB2,NE
BMPR2,NE
AKAP12,NE
TCEA2,NE
TXNDC5,NE
FIGLA,NE
GPT2,NE
BRPF3,NE
KIF2B,NE
FKBP2,NE
SPTAN1,NE
KLF8,NE
RAB5C,NE
DDIT4,NE
SOS2,NE
SGK3,NE
RBM26,NE
DAD1,E
USP2,NE
BAK1,NE
ZNF586,NE
MAFF,NE
PAOX,NE
SNAI1,NE
SECISBP2,NE
MTCH1,NE
UBAP2,NE
CORO2A,NE
ARPC5,NE
GPATCH2,NE
CDK5,NE
CDV3,NE
GUF1,NE
ATP6V0A1,NE
LRFN1,NE
WEE2,NE
ZHX1,NE
RPUSD1,NE
RNF43,NE
ERLEC1,NE
HOXB8,NE
KANSL1,E
VWA8,NE
MYL2,NE
REM1,NE
NEIL2,NE
FGF2,NE
WDR17,NE
MTPN,NE
UBOX5,NE
NDUFA7,NE
PDCD6,NE
NEURL4,NE
DNMT3L,NE
HNRNPLL,NE
FNBP1,NE
SNAI2,NE
ZWILCH,NE
CFAP410,NE
DHH,NE
TDRD3,NE
CDCA7,NE
SFN,NE
SMYD5,NE
DBR1,E
RNPC3,E
CDC42BPA,NE
MYCBP,NE
ZNF106,NE
PMM1,NE
HSPB1,NE
TTL,NE
POTEH,NE
DDIT3,NE
SLC25A31,NE
CDK5RAP3,NE
NOP9,E
LBX1,NE
TNS1,NE
MYH7B,NE
TASP1,NE
KRT14,NE
SNX15,NE
MSRA,NE
TATDN1,NE
ZBTB14,NE
ZNF146,NE
BAX,NE
TRMT10A,NE
TUT4,NE
LGALS4,NE
LASP1,NE
GMEB2,NE
TST,NE
POTEG,NE
ZNF655,NE
KLF2,NE
TUBB4A,NE
SMYD4,NE
KIF26A,NE
DERL2,NE
HSDL2,NE
PDLIM1,NE
JAK2,NE
PRRX1,NE
ZBED1,NE
WNT4,NE
MAT1A,NE
DLG1,NE
RO60,NE
SQLE,NE
AFDN,NE
ABCB7,E
DND1,NE
INPP5B,NE
PHLPP1,NE
CCNG1,NE
PTF1A,NE
UBE2V1,NE
HK1,NE
SACM1L,E
ZC3H18,E
ACSF3,NE
GFUS,NE
IGF2,NE
TFE3,NE
MYO9A,NE
ZNF486,NE
PTGS2,NE
ZNF141,NE
HIC1,NE
SAPCD2,NE
ETV5,NE
PPP1R14B,NE
ZNF791,NE
TET2,NE
COMMD1,NE
WNT6,NE
ASZ1,NE
ZNF234,NE
SNX3,NE
PPIL2,E
SMYD3,NE
ARL4A,NE
JDP2,NE
RPP30,E
HSD17B10,E
ARFGEF1,NE
GPT,NE
RUNX3,NE
CKM,NE
PEG3,NE
POU4F2,NE
CAMSAP1,NE
NDUFAF4,NE
TOMM5,NE
LHX9,NE
SIX2,NE
NRARP,NE
FOXJ3,NE
ACAP2,NE
EDC3,NE
AAAS,NE
ZNF423,NE
USP31,NE
PGM2,NE
TTC3,NE
SETD5,NE
TUBGCP5,E
PPEF1,NE
ACTN1,NE
IRF3,NE
MRPS6,E
SBF1,NE
AP1B1,NE
ATF1,NE
DUSP6,NE
DHDDS,E
MAEA,NE
KRIT1,NE
KIF5A,NE
UBLCP1,NE
TRAF7,NE
SOD3,NE
ANKRD23,NE
NKX2-5,NE
SON,E
DNAJB14,NE
NOS3,NE
AP3B1,NE
RCOR2,NE
EIF2D,NE
TBX21,NE
PDP2,NE
FBP1,NE
OCLN,NE
SURF4,NE
FBXL3,NE
GPATCH8,NE
RPS6KA1,NE
ZGPAT,NE
USP33,NE
FKBP9,NE
PHF10,NE
NABP2,NE
ISG20,NE
NKAPL,NE
PNMA8B,NE
ADD3,NE
FAM120A,NE
SBNO2,NE
GSC,NE
MCCC1,NE
PTPN2,NE
ELK4,NE
CEP164,NE
CCDC144A,NE
GCK,NE
DBT,NE
DIAPH3,NE
DCAF6,NE
FOXP3,NE
ATP5MC2,NE
NQO1,NE
ISCU,E
HFE,NE
AFF1,NE
GSTZ1,NE
DNAJC6,NE
HEATR6,NE
MYL12A,NE
RABL2A,NE
SYCE2,NE
ZNF768,NE
TANC1,NE
DNAJB2,NE
BCAT2,NE
ZNF644,NE
LLGL2,NE
ATF3,NE
DLK1,NE
DUSP5,NE
SP8,NE
ATP7A,NE
PRKAA2,NE
IFIT1,NE
GEMIN6,NE
VRK2,NE
GLO1,NE
PMAIP1,NE
CHCHD2,NE
LLGL1,NE
UGCG,NE
ZIC3,NE
TMTC4,NE
CIAO3,E
CAPN7,NE
ABCB10,NE
ALDH2,NE
ITSN2,NE
HOXB3,NE
PLD6,NE
PRNP,NE
HIP1,NE
DPM3,NE
DNAJB7,NE
CYB5R3,NE
NTRK1,NE
CAV1,NE
LGR6,NE
DEAF1,NE
WNT3,NE
HEY2,NE
CCM2,NE
WDR13,NE
NES,NE
NAP1L5,NE
SHCBP1,NE
CHMP4A,NE
RASL11B,NE
ZFPM1,NE
FBXW8,NE
MYO9B,NE
GAS2L3,NE
OTUD6B,NE
CEBPB,NE
WDSUB1,NE
IRF2BP1,NE
RAI14,NE
POTEM,NE
PTCH2,NE
CETN1,NE
AXL,NE
FOXD4L4,NE
DUSP4,NE
FBXO42,NE
MRPL10,E
CYTH1,NE
PDK1,NE
MRFAP1,NE
MEIS1,NE
SMPD4,NE
ANKRD9,NE
ANKS1A,NE
MRPS18A,E
SLC2A6,NE
HDAC7,NE
MYO5C,NE
ZNF512B,NE
ASPG,NE
WNT2,NE
ZNF697,NE
DPYD,NE
CD34,NE
SULT2B1,NE
ZNF25,NE
WDR38,NE
FOXS1,NE
EVX2,NE
CRY1,NE
HBA1,NE
BCKDHB,NE
CASP7,NE
QDPR,NE
HES1,NE
PER3,NE
RAB11FIP3,NE
SRPK3,NE
INVS,NE
BCL7A,NE
STX2,NE
PHF1,NE
TTN,NE
ATN1,NE
MAFB,NE
CDK2AP1,NE
ITPR1,NE
ATP5MC3,NE
KIFAP3,NE
ERCC8,NE
METTL2A,NE
OSR2,NE
MOB2,NE
CYP51A1,NE
DMRT1,NE
STON1,NE
LHX8,NE
KCNA7,NE
SLC4A1AP,NE
ATG16L1,NE
STRA8,NE
FBXL12,NE
PAN2,NE
LRCH1,NE
PRKAG2,NE
MAP1LC3A,NE
DPPA4,NE
ZNF341,NE
FZD1,NE
GLDC,NE
RNF212,NE
FBP2,NE
POTEB,NE
IL4I1,NE
PBX2,NE
PPIF,NE
ABCG2,NE
ANKRD24,NE
EXD3,NE
OTUB2,NE
LRIG3,NE
FOXD4,NE
ATXN7L1,NE
EGR2,NE
HOXC13,NE
ARL9,NE
TBX5,NE
CENPBD1P,NE
ZNF398,NE
RRAD,NE
EME2,NE
IL4,NE
SETMAR,NE
ETFB,NE
HMGCR,E
CTDSP1,NE
GK,NE
ATG13,NE
BMP4,NE
ANKRD20A2P,NE
PTCH1,NE
METTL5,NE
DNASE1,NE
ANK1,NE
TRIM54,NE
LAMP1,NE
POLM,NE
RSPO1,NE
LPIN2,NE
UBL5,E
ARL5B,NE
TRPS1,NE
FAM107B,NE
MMUT,NE
MIER1,NE
ECD,E
ASB7,NE
MET,NE
MBD1,NE
RAB2A,NE
MIX23,NE
ITGB4,NE
MYH2,NE
SAR1A,NE
FAS,NE
ZNF444,NE
ACVR1,NE
PEX5,NE
UBXN6,NE
AHI1,NE
ECI2,NE
DLX2,NE
XPNPEP1,NE
BLOC1S2,NE
SLC25A36,NE
ZNRF3,NE
ZNF587,NE
DKK1,NE
RNF145,NE
TLK1,NE
CFL2,NE
MCMDC2,NE
INSRR,NE
SYK,NE
PKN3,NE
DNTT,NE
MAF,NE
HIRIP3,NE
CREM,NE
IFNG,NE
BCL11B,NE
GLUD1,NE
STX6,NE
TANGO6,E
HAUS3,E
FIP1L1,E
MBD4,NE
DMRTA2,NE
ATP6V0A2,NE
ZNF121,NE
CDK2AP2,NE
ZNF354A,NE
DYNC1LI2,NE
SGK1,NE
IL10,NE
LPIN1,NE
AGXT,NE
ACAP1,NE
HAS2,NE
LRRC8D,NE
FASTKD3,NE
PIK3R1,NE
ANKS4B,NE
IMPA1,NE
AP2A1,NE
PPP1R9A,NE
FBF1,NE
MLH3,NE
DYNC2H1,NE
STX10,NE
EPHB4,NE
TBC1D25,NE
GLYR1,NE
TLE5,NE
MYH8,NE
BCL6B,NE
ZNF786,NE
HAP1,NE
NOTCH4,NE
RBM47,NE
STK40,NE
MB,NE
UBQLN3,NE
MAPRE2,NE
POU5F1B,NE
ZEB1,NE
RNF19A,NE
IDE,NE
POU4F3,NE
DNAH3,NE
ZNF304,NE
ZNF124,NE
NUPR1,NE
IQCA1,NE
NR2C1,NE
MAST2,NE
LRRC58,NE
TPST1,NE
HMGN2,NE
LAMP2,NE
TRAF1,NE
NUMBL,NE
HDAC5,NE
OTUD4,NE
MRS2,NE
SDCCAG8,NE
ZFP14,NE
NFKBIE,NE
KCNQ1,NE
MSTN,NE
GNPNAT1,NE
PDXP,NE
NDUFA4,NE
ABCC1,NE
MATK,NE
TLX2,NE
TENT5C,NE
RAB4B,NE
CHCHD7,NE
BBS2,NE
COPB2,E
ANKRD53,NE
MRI1,NE
STK25,NE
LRRC8A,NE
ZNF789,NE
PFKM,NE
PYDC1,NE
NEK8,NE
NR5A2,NE
DNAI4,NE
COQ8B,NE
NR2F2,NE
GPS2,NE
OSGEP,E
PRKAR1B,NE
GUSB,NE
EGF,NE
MYL12B,NE
BCKDHA,NE
CCNO,NE
VAPB,NE
RABGAP1,NE
MN1,NE
ERF,NE
NDRG1,NE
ZNF462,NE
ID4,NE
EME1,NE
ARL4D,NE
PDGFRB,NE
HOXD4,NE
CEP290,NE
TRAF4,NE
UBR7,NE
ADD1,NE
VEGFA,NE
CYB5R4,NE
CCNB1IP1,NE
OTUD1,NE
KLF11,NE
COX7A2,NE
PFKFB3,NE
KLF9,NE
WNT3A,NE
ZNF417,NE
IL2,NE
CLTB,NE
DPPA3,NE
IPP,NE
COX7C,E
SMOX,NE
RASD1,NE
GALK2,NE
HMGCL,NE
FOXP4,NE
TRIM72,NE
SIK1,NE
TMF1,NE
RSRC1,NE
MIER2,NE
AKAP17A,NE
SEPTIN2,NE
MICU2,NE
TLK2,NE
NDUFA12,NE
UBAC1,NE
ARHGAP11A,NE
HECW2,NE
ZNF639,NE
SIM2,NE
SOX5,NE
CYP26A1,NE
MTAP,NE
SUMF2,NE
LLPH,NE
LMX1B,NE
PRDM5,NE
EIF1AD,E
UGP2,NE
GRTP1,NE
MOB1B,NE
RAP1A,NE
ACBD3,NE
TXLNG,NE
NAPA,E
KTN1,NE
RPS6KA2,NE
ATG2B,NE
TOR1B,NE
ANXA2,NE
NCLN,NE
TNFAIP3,NE
CTNND1,NE
SOX15,NE
DNAH12,NE
NAGS,NE
MEOX2,NE
MAP4K4,NE
NUDCD2,NE
HBZ,NE
USP30,NE
SNX1,NE
LYPLA1,NE
MAPRE3,NE
DUSP2,NE
ZNF79,NE
WDFY3,NE
KLF7,NE
TTC28,NE
HHEX,NE
TASOR,NE
PRORP,E
CCDC86,E
PAX7,NE
HTRA1,NE
ZNF22,NE
MKNK2,NE
MAGI3,NE
EHBP1L1,NE
HAX1,NE
NKX2-4,NE
CRTC2,NE
MOCS1,NE
BIK,NE
FBXL6,NE
CNNM4,NE
STAU2,NE
RPS6KB2,NE
SLIT1,NE
HLX,NE
UBA7,NE
TRIP11,NE
COX10,E
CD2AP,NE
ADCK2,NE
CLUAP1,NE
KIF4B,NE
PLIN2,NE
IRX6,NE
RAB40B,NE
B3GNTL1,NE
ZNF785,NE
GTF2A1L,NE
IL2RA,NE
NFIB,NE
FNTB,E
WNT2B,NE
IKZF1,NE
GNPDA1,NE
ASB9,NE
ZNF507,NE
ANKRD49,NE
FOXB1,NE
HOXD12,NE
FKBP14,NE
STAMBPL1,NE
CLOCK,NE
ANKRD30A,NE
H1-1,NE
POU6F1,NE
TRDMT1,NE
QPRT,NE
ODF2,NE
ENDOG,NE
CD44,NE
STYX,NE
SLC7A6OS,E
ZNF484,NE
NR4A3,NE
TH,NE
HIPK4,NE
SALL2,NE
RHPN2,NE
FZD4,NE
MYO1C,NE
NAA60,NE
ZNF556,NE
SP9,NE
YTHDF1,NE
DPPA2,NE
EIF2AK3,NE
PCIF1,NE
ZNF766,NE
RARB,NE
MGA,NE
ZMYM4,NE
IFT80,NE
STK4,NE
S100A10,NE
GGT1,NE
ALS2,NE
ZNF552,NE
RAB23,NE
STK11IP,NE
PRKAG1,NE
CASKIN2,NE
UAP1L1,NE
UBE3B,NE
ALG12,NE
RTN2,NE
NSUN7,NE
MAVS,NE
PHC2,NE
PTGES2,NE
CD8A,NE
WWC2,NE
SNX18,NE
NDUFA5,NE
RCE1,NE
TM7SF2,NE
HIBCH,NE
IRF1,NE
ZNF777,NE
TCTE1,NE
RAB5IF,NE
GNPTG,NE
NFKBIZ,NE
LDHAL6A,NE
USP6NL,NE
H1-10,NE
NAB2,NE
