,Feature,Importance
994,Enzyme activator complex,0.0003333333333333333
2764,RISC-loading complex,0.0003333333333333333
3281,VEGF-A complex,0.0003333333333333333
240,Autophagosome,0.0003205128205128205
2826,SCF ubiquitin ligase complex,0.0003205128205128205
1962,Mitochondrial respirasome,0.0003205128205128205
693,Cul4B-RING E3 ubiquitin ligase complex,0.0003205128205128205
1204,Germ cell nucleus,0.0003205128205128205
1973,mitochondrion-derived vesicle,0.0003205128205128205
83,Activin AB complex,0.0003205128205128205
2058,Myosin II complex,0.0003205128205128205
2376,Phosphatidylinositol phosphate phosphatase complex,0.0003205128205128205
3104,Tenascin complex,0.0003205128205128205
2011,mRNA cleavage and polyadenylation specificity factor complex,0.0003205128205128205
1851,Membrane raft,0.0003205128205128205
2520,Pore complex,0.0003205128205128205
144,amyloid-beta complex,0.0003205128205128205
2819,Sarcoplasmic reticulum membrane,0.0003205128205128205
392,Catalase complex,0.0003205128205128205
3194,TTT complex,0.0003205128205128205
2428,plant-type vacuole membrane,0.0003205128205128205
2427,plant-type vacuole,0.0003205128205128205
3036,Sulfurtransferase complex,0.0003205128205128205
2814,Sarcolemma,0.0003205128205128205
3146,trans-Golgi network transport vesicle,0.0003205128205128205
853,Division septum,0.0003205128205128205
820,Dendritic spine,0.0003076923076923077
2787,Rough endoplasmic reticulum,0.0003076923076923077
817,Dendritic lamellar body,0.0003076923076923077
2888,Side of membrane,0.0003076923076923077
307,Basolateral plasma membrane,0.0003076923076923077
314,Bcl-2 family protein complex,0.0003076923076923077
2687,Pyruvate kinase complex,0.0003076923076923077
2050,Myelin sheath,0.0003076923076923077
2080,NADPH oxidase complex,0.0003076923076923077
35,4-aminobutyrate transaminase complex,0.0003076923076923077
1835,Meiotic nuclear membrane microtubule tethering complex,0.0003076923076923077
3264,UTP-C complex,0.0003076923076923077
3174,TRAPP complex,0.0003076923076923077
2932,SNARE complex,0.0003076923076923077
2013,mRNA cleavage stimulating factor complex,0.0003076923076923077
1468,Inhibin complex,0.0003076923076923077
1466,Inhibin A complex,0.0003076923076923077
225,Atg1/ULK1 kinase complex,0.0003076923076923077
2807,S100A8 complex,0.0003076923076923077
2666,Proximal dendrite,0.0003076923076923077
1554,Interferon regulatory factor 5 complex,0.0003076923076923077
1645,Ire1 complex,0.0003076923076923077
860,DNA ligase IV complex,0.0003076923076923077
1188,gamma-tubulin complex,0.0003076923076923077
341,Box C/D RNP complex,0.0003076923076923077
2974,Spindle midzone,0.00029487179487179484
934,Eisosome,0.00029487179487179484
1191,Gap junction,0.00029487179487179484
234,ATPase inhibitor complex,0.00029487179487179484
2188,Nuclear pore inner ring,0.00029487179487179484
43,9+2 motile cilium,0.00029487179487179484
865,DNA polymerase processivity factor complex,0.00029487179487179484
461,CENP-A recruiting complex,0.00029487179487179484
2379,Phospholamban complex,0.00029487179487179484
3042,Superoxide dismutase complex,0.00029487179487179484
2022,Mucus layer,0.00029487179487179484
1491,Integral component of endoplasmic reticulum membrane,0.00029487179487179484
2429,Plasma lipoprotein particle,0.00029487179487179484
2592,Primosome complex,0.00029487179487179484
1750,Lipoprotein particle,0.00029487179487179484
2490,Podocyte foot,0.00029487179487179484
3077,Synaptonemal complex,0.00028205128205128203
685,CST complex,0.00028205128205128203
1187,gamma-secretase complex,0.00028205128205128203
3257,Unconventional myosin complex,0.00028205128205128203
1550,Interchromatin granule,0.00028205128205128203
3086,t-UTP complex,0.00028205128205128203
468,Centriolar satellite,0.00028205128205128203
2047,MWP complex,0.00028205128205128203
2660,"proton-transporting two-sector ATPase complex, catalytic domain",0.00028205128205128203
2873,Serotonin receptor complex,0.00028205128205128203
1710,Late endosome,0.00028205128205128203
982,Endosome membrane,0.00028205128205128203
874,DNA replication preinitiation complex,0.00028205128205128203
912,dystrophin-associated glycoprotein complex,0.00028205128205128203
961,Endoplasmic reticulum chaperone complex,0.00028205128205128203
391,Caspase complex,0.0002692307692307692
2440,Plasma membrane region,0.0002692307692307692
338,BMP receptor complex,0.0002692307692307692
1884,Microbody membrane,0.0002692307692307692
339,BORC complex,0.0002692307692307692
1965,Mitochondrial respiratory chain complex III,0.0002692307692307692
1649,iron-sulfur cluster assembly complex,0.0002692307692307692
248,Axon cytoplasm,0.0002692307692307692
578,clathrin-coated vesicle membrane,0.0002692307692307692
71,Actin filament,0.0002692307692307692
376,Calpain complex,0.0002692307692307692
1216,Glial cell projection,0.0002692307692307692
1403,Histone H3-K14 acetyltransferase complex,0.0002692307692307692
2012,mRNA cleavage factor complex,0.0002692307692307692
1182,Galectin complex,0.0002692307692307692
2009,mRNA cap binding complex,0.0002692307692307692
1327,Golgi membrane,0.0002692307692307692
2748,Ribonuclease MRP complex,0.0002692307692307692
2109,Neuronal cell body,0.0002692307692307692
2674,PTEN phosphatase complex,0.0002564102564102564
2276,Outer kinetochore,0.0002564102564102564
31,3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex,0.0002564102564102564
2723,Respirasome,0.0002564102564102564
1018,ESCRT III complex,0.0002564102564102564
2509,Polyketide synthase complex,0.0002564102564102564
2972,Spindle matrix,0.0002564102564102564
905,Dxr protein complex,0.0002564102564102564
2466,Plastid stroma,0.0002564102564102564
2129,NLRP3 inflammasome complex,0.0002564102564102564
2257,Organelle lumen,0.0002564102564102564
944,EMILIN complex,0.0002564102564102564
2170,Nuclear exosome targeting complex,0.0002564102564102564
914,Early endosome,0.0002564102564102564
2975,Spindle pole,0.0002564102564102564
2126,nitric-oxide synthase complex,0.0002564102564102564
1849,Membrane microdomain,0.0002564102564102564
2649,protein-lipid complex,0.0002564102564102564
2808,S100A9 complex,0.0002564102564102564
2686,Pyruvate dehydrogenase complex,0.0002564102564102564
438,Cell tip,0.0002564102564102564
1364,H-NS complex,0.0002564102564102564
3083,T cell receptor complex,0.0002564102564102564
2709,Recycling endosome,0.0002564102564102564
337,Blood microparticle,0.0002564102564102564
1370,HAUS complex,0.0002564102564102564
1094,Extrinsic component of plasma membrane,0.0002564102564102564
2221,Nucleoplasmic THO complex,0.0002564102564102564
2957,Sperm flagellum,0.0002564102564102564
2286,P-TEFb complex,0.0002564102564102564
906,Dynactin complex,0.00024358974358974357
3064,Synaptic membrane,0.00024358974358974357
1967,Mitochondrial ribonuclease P complex,0.00024358974358974357
416,Cdc73/Paf1 complex,0.00024358974358974357
936,EKC/KEOPS complex,0.00024358974358974357
1993,MLL3/4 complex,0.00024358974358974357
2462,Plastid outer membrane,0.00024358974358974357
492,Chloroplast envelope,0.00024358974358974357
981,Endosome lumen,0.00024358974358974357
432,Cell pole,0.00024358974358974357
1754,low-density lipoprotein receptor complex,0.00024358974358974357
1950,Mitochondrial outer membrane translocase complex,0.00024358974358974357
2014,mRNA editing complex,0.00024358974358974357
2180,Nuclear MIS12/MIND complex,0.00024358974358974357
1745,Linear element,0.00024358974358974357
2503,Pollen tube,0.00024358974358974357
641,Condensed nuclear chromosome,0.00024358974358974357
1889,Micronucleus,0.00024358974358974357
3193,TSC1-TSC2 complex,0.00024358974358974357
3046,Supramolecular polymer,0.00024358974358974357
1905,Microvesicle,0.00024358974358974357
3156,Transforming growth factor beta activated kinase 1 complex,0.00023076923076923076
869,DNA recombinase mediator complex,0.00023076923076923076
2766,Rix1 complex,0.00023076923076923076
664,COPII-coated ER to Golgi transport vesicle,0.00023076923076923076
222,Asymmetric synapse,0.00023076923076923076
2191,Nuclear pore outer ring,0.00023076923076923076
3066,Synaptic vesicle,0.00023076923076923076
1404,Histone locus body,0.00023076923076923076
377,Calprotectin complex,0.00023076923076923076
574,clathrin-coated endocytic vesicle,0.00023076923076923076
2730,Retromer complex,0.00023076923076923076
1044,Exocytic vesicle,0.00023076923076923076
3189,tRNA-intron endonuclease complex,0.00023076923076923076
1713,Late recombination nodule,0.00023076923076923076
745,Cytoplasmic dynein complex,0.00023076923076923076
3100,Telomerase holoenzyme complex,0.00023076923076923076
3175,TRAPPI protein complex,0.00023076923076923076
2037,Muscle tendon junction,0.00023076923076923076
2259,Organelle membrane contact site,0.00023076923076923076
56,Acid phosphatase complex,0.00021794871794871795
3233,U2-type spliceosomal complex,0.00021794871794871795
2326,Pericentriolar material,0.00021794871794871795
1211,Giant axon,0.00021794871794871795
2765,RITS complex,0.00021794871794871795
2798,RSF complex,0.00021794871794871795
2380,phospholipid-translocating ATPase complex,0.00021794871794871795
1956,Mitochondrial proton-transporting ATP synthase complex,0.00021794871794871795
1449,IgM immunoglobulin complex,0.00021794871794871795
2824,SCAR complex,0.00021794871794871795
233,ATPase dependent transmembrane transport complex,0.00021794871794871795
924,EDS1 disease-resistance complex,0.00021794871794871795
1643,Ionotropic glutamate receptor complex,0.00021794871794871795
3299,voltage-gated calcium channel complex,0.00021794871794871795
1674,Kinetochore microtubule,0.00021794871794871795
1712,Late endosome membrane,0.00021794871794871795
2949,Spectrin,0.00021794871794871795
1770,Lysosomal lumen,0.00021794871794871795
2515,Polytene chromosome,0.00021794871794871795
1328,Golgi stack,0.00021794871794871795
637,Complex of collagen trimers,0.00021794871794871795
537,"chromosome, subtelomeric region",0.00021794871794871795
487,Chitosome,0.00021794871794871795
3114,tetraspanin-enriched microdomain,0.00021794871794871795
460,CENP-A containing nucleosome,0.00021794871794871795
396,Catenin complex,0.00021794871794871795
2325,Pericentric heterochromatin,0.00020512820512820514
1236,glycerol-3-phosphate dehydrogenase complex,0.00020512820512820514
1217,Glial cytoplasmic inclusion,0.00020512820512820514
216,Aspartate carbamoyltransferase complex,0.00020512820512820514
2153,NuA3 histone acetyltransferase complex,0.00020512820512820514
372,Calcium channel complex,0.00020512820512820514
2682,pyrophosphate-dependent phosphofructokinase complex,0.00020512820512820514
788,Cytosolic region,0.00020512820512820514
577,clathrin-coated vesicle,0.00020512820512820514
3286,very-low-density lipoprotein particle,0.00020512820512820514
1125,Female germ cell nucleus,0.00020512820512820514
598,Coated membrane,0.00020512820512820514
2803,Ryanodine receptor complex,0.00020512820512820514
2924,Smooth endoplasmic reticulum,0.00020512820512820514
2812,SAM complex,0.00020512820512820514
2943,SOSS complex,0.00020512820512820514
1939,Mitochondrial intermembrane space,0.00020512820512820514
2937,Sodium channel complex,0.00020512820512820514
1019,ESCRT IV complex,0.00020512820512820514
3127,Tight junction,0.00020512820512820514
952,Endolysosome,0.00020512820512820514
938,Elastic fiber,0.00020512820512820514
2724,Respiratory chain complex,0.00020512820512820514
3215,Type IV secretion system complex,0.00020512820512820514
1783,Macronucleus,0.00020512820512820514
2234,nucleus-vacuole junction,0.00020512820512820514
733,cyclin/CDK positive transcription elongation factor complex,0.00020512820512820514
2768,RNA N6-methyladenosine methyltransferase complex,0.00020512820512820514
3144,trans-Golgi network,0.00019230769230769228
1487,insulin-responsive compartment,0.00019230769230769228
2360,Phagophore,0.00019230769230769228
2643,Protein tyrosine phosphatase complex,0.00019230769230769228
1144,Filamentous actin,0.00019230769230769228
1038,Eukaryotic translation initiation factor 4F complex,0.00019230769230769228
2861,Septin cytoskeleton,0.00019230769230769228
589,Cleavage body,0.00019230769230769228
1556,Interferon regulatory factor complex,0.00019230769230769228
2885,SHREC complex,0.00019230769230769228
747,Cytoplasmic microtubule,0.00019230769230769228
2901,Site of DNA damage,0.00019230769230769228
1675,Kinetoplast,0.00019230769230769228
899,Dosage compensation complex,0.00019230769230769228
2036,Muscle myosin complex,0.00019230769230769228
1069,Extracellular organelle,0.00019230769230769228
2198,Nuclear RNA export factor complex,0.00019230769230769228
2029,Multivesicular body,0.00019230769230769228
3288,Vesicle coat,0.00019230769230769228
931,Egg chorion,0.00019230769230769228
3054,Swr1 complex,0.00019230769230769228
2810,SAGA complex,0.00019230769230769228
668,Cortical actin cytoskeleton,0.00019230769230769228
2696,Radial spoke,0.00019230769230769228
630,Columella,0.00019230769230769228
1900,Microtubule end,0.00019230769230769228
2355,Phagocytic vesicle,0.00019230769230769228
1337,Granular component,0.00019230769230769228
3023,Subcortical maternal complex,0.00019230769230769228
1465,Inflammasome complex,0.00019230769230769228
3300,voltage-gated potassium channel complex,0.00019230769230769228
850,Distal axon,0.00019230769230769228
356,Brush border,0.00017948717948717947
891,dolichyl-phosphate-mannose-protein mannosyltransferase complex,0.00017948717948717947
3013,STING complex,0.00017948717948717947
1709,Las1 complex,0.00017948717948717947
2815,Sarcomere,0.00017948717948717947
1689,Laminin complex,0.00017948717948717947
1361,GW body,0.00017948717948717947
2141,non-motile cilium,0.00017948717948717947
2459,Plastid membrane,0.00017948717948717947
571,Clathrin coat of trans-Golgi network vesicle,0.00017948717948717947
2247,Ooplasm,0.00017948717948717947
2545,Postsynaptic membrane,0.00017948717948717947
1357,guanyl-nucleotide exchange factor complex,0.00017948717948717947
2310,PeBoW complex,0.00017948717948717947
1802,Manchette,0.00017948717948717947
812,Dendritic branch point,0.00017948717948717947
1228,glutamate-cysteine ligase complex,0.00017948717948717947
251,Axon terminus,0.00017948717948717947
3139,TORC2 complex,0.00017948717948717947
1961,Mitochondrial pyruvate dehydrogenase complex,0.00017948717948717947
1141,ficolin-1-rich granule,0.00017948717948717947
506,Chloroplast stroma,0.00017948717948717947
2401,Photosystem II,0.00017948717948717947
2654,proton-transporting ATP synthase complex,0.00017948717948717947
2369,"Phosphatidylinositol 3-kinase complex, class I",0.00017948717948717947
841,Dihydrolipoyl dehydrogenase complex,0.00017948717948717947
651,Contractile fiber,0.00017948717948717947
2161,Nuclear cyclin-dependent protein kinase holoenzyme complex,0.00017948717948717947
635,Complement component C1q complex,0.00017948717948717947
333,BLOC complex,0.00017948717948717947
3178,TRC complex,0.00017948717948717947
3048,Survivin complex,0.00017948717948717947
400,CatSper complex,0.00017948717948717947
287,BAK complex,0.00017948717948717947
1881,MICOS complex,0.00017948717948717947
1305,GO:0140720,0.00016666666666666666
3182,triglyceride-rich plasma lipoprotein particle,0.00016666666666666666
401,Caveola,0.00016666666666666666
1323,Golgi cisterna membrane,0.00016666666666666666
3323,Z chromosome,0.00016666666666666666
3237,U4/U6 x U5 tri-snRNP complex,0.00016666666666666666
1149,Filtration diaphragm,0.00016666666666666666
2899,Sin3-type complex,0.00016666666666666666
1422,HULC complex,0.00016666666666666666
2167,Nuclear envelope lumen,0.00016666666666666666
2806,S-layer,0.00016666666666666666
2636,Protein phosphatase 4 complex,0.00016666666666666666
2178,Nuclear membrane protein complex,0.00016666666666666666
1116,Fatty acid beta-oxidation multienzyme complex,0.00016666666666666666
3078,Synaptonemal structure,0.00016666666666666666
406,CBF3 complex,0.00016666666666666666
2590,Primary lysosome,0.00016666666666666666
3276,Varicosity,0.00016666666666666666
2793,Rpd3L complex,0.00016666666666666666
2784,Rod spherule,0.00016666666666666666
149,Anaerobic ribonucleoside-triphosphate reductase complex,0.00016666666666666666
3185,Tripartite attachment complex,0.00016666666666666666
1613,Intrinsic component of Golgi membrane,0.00016666666666666666
3270,"Vacuolar proton-transporting V-type ATPase, V1 domain",0.00016666666666666666
1374,HDA1 complex,0.00016666666666666666
1041,Excitatory synapse,0.00016666666666666666
1320,Golgi cis cisterna,0.00016666666666666666
1794,Main axon,0.00016666666666666666
1842,Melanosome,0.00016666666666666666
1944,Mitochondrial large ribosomal subunit,0.00016666666666666666
855,DNA bending complex,0.00016666666666666666
871,DNA replication factor A complex,0.00016666666666666666
851,Distal dendrite,0.00016666666666666666
1873,Methylosome,0.00016666666666666666
1898,Microtubule bundle,0.00016666666666666666
797,DBIRD complex,0.00016666666666666666
2903,Site of polarized growth,0.00015384615384615385
2795,Rpd3S/Clr6-CII complex,0.00015384615384615385
3059,Symplast,0.00015384615384615385
3315,Y-shaped link,0.00015384615384615385
46,A band,0.00015384615384615385
2413,Pigment granule,0.00015384615384615385
467,Centralspindlin complex,0.00015384615384615385
2507,Polycystin complex,0.00015384615384615385
1666,Keratin filament,0.00015384615384615385
524,Chromatin silencing complex,0.00015384615384615385
1386,Heterochromatin domain,0.00015384615384615385
2989,Spore wall,0.00015384615384615385
2106,Neuron projection terminus,0.00015384615384615385
990,Enhanceosome,0.00015384615384615385
3242,U6 snRNP,0.00015384615384615385
2681,Pyrenoid,0.00015384615384615385
3028,Succinate dehydrogenase complex,0.00015384615384615385
1244,Glycolate oxidase complex,0.00015384615384615385
2426,plant-type cell wall,0.00015384615384615385
2222,Nucleosomal methylation activator complex,0.00015384615384615385
2392,Photoreceptor outer segment,0.00015384615384615385
766,Cytoplasmic side of membrane,0.00015384615384615385
551,Ciliary pocket,0.00015384615384615385
357,Brush border membrane,0.00015384615384615385
1500,Integral component of mitochondrial inner membrane,0.00015384615384615385
2699,Ragulator complex,0.00015384615384615385
2255,Organelle envelope lumen,0.00015384615384615385
1758,Lsm2-8 complex,0.00015384615384615385
3266,Vacuolar lumen,0.00015384615384615385
3305,WICH complex,0.00015384615384615385
1748,Lipopolysaccharide receptor complex,0.00015384615384615385
576,clathrin-coated pit,0.00015384615384615385
2728,Respiratory chain complex IV,0.00015384615384615385
1043,Exocyst,0.00015384615384615385
2065,Myosin VI complex,0.00015384615384615385
1042,Exine,0.00015384615384615385
425,Cell envelope Sec protein transport complex,0.00015384615384615385
3301,voltage-gated sodium channel complex,0.00015384615384615385
2194,Nuclear proteasome complex,0.00015384615384615385
2561,pre-snoRNP complex,0.00015384615384615385
633,Compact myelin,0.00015384615384615385
2044,MutSalpha complex,0.00015384615384615385
493,Chloroplast inner membrane,0.00015384615384615385
37,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex",0.00014102564102564101
3268,Vacuolar proton-transporting V-type ATPase complex,0.00014102564102564101
2383,Phosphopyruvate hydratase complex,0.00014102564102564101
1412,HOPS complex,0.00014102564102564101
1879,MHC protein complex,0.00014102564102564101
572,Clathrin complex,0.00014102564102564101
2445,Plasma membrane-derived chromatophore,0.00014102564102564101
2158,Nuclear cap binding complex,0.00014102564102564101
20,Driver_genes_CNV (all),0.00014102564102564101
1573,interleukin-4 receptor complex,0.00014102564102564101
1565,interleukin-2 receptor complex,0.00014102564102564101
692,Cul4A-RING E3 ubiquitin ligase complex,0.00014102564102564101
1433,I band,0.00014102564102564101
563,CKM complex,0.00014102564102564101
1460,Immunological synapse,0.00014102564102564101
3142,TRAMP complex,0.00014102564102564101
3324,Z disc,0.00014102564102564101
1847,Membrane coat,0.00014102564102564101
926,Efflux pump complex,0.00014102564102564101
1411,Homomeric SMAD protein complex,0.00014102564102564101
2397,Photosystem,0.00014102564102564101
255,Axonemal central apparatus,0.00014102564102564101
2912,Slit-Robo signaling complex,0.00014102564102564101
2330,Perineuronal net,0.00014102564102564101
1372,HCN channel complex,0.00014102564102564101
2697,Radial spoke head,0.00014102564102564101
96,Aggresome,0.00014102564102564101
55,ACF complex,0.00014102564102564101
424,Cell envelope,0.00014102564102564101
2756,Ribulose bisphosphate carboxylase complex,0.00014102564102564101
819,Dendritic shaft,0.00014102564102564101
1982,Mitotic spindle assembly checkpoint MAD1-MAD2 complex,0.00014102564102564101
2712,Reelin complex,0.00014102564102564101
2997,Starch grain,0.00014102564102564101
2725,Respiratory chain complex I,0.00014102564102564101
3303,WASH complex,0.00014102564102564101
1974,Mitosome,0.00014102564102564101
2236,NVT complex,0.00014102564102564101
1760,LUBAC complex,0.00014102564102564101
670,Cortical endoplasmic reticulum,0.00014102564102564101
3212,Type III protein secretion system complex,0.00014102564102564101
826,Dendritic tree,0.00014102564102564101
319,beta-galactosidase complex,0.00014102564102564101
1322,Golgi cisterna,0.00014102564102564101
1225,Glutamate decarboxylase complex,0.00014102564102564101
435,Cell septum,0.00014102564102564101
1892,Microprocessor complex,0.00014102564102564101
1789,Magnesium chelatase complex,0.00014102564102564101
140,Amylin receptor complex,0.00014102564102564101
2173,Nuclear lamina,0.0001282051282051282
1206,Germ tube,0.0001282051282051282
273,Bacterial nucleoid,0.0001282051282051282
51,acetyl-CoA carboxylase complex,0.0001282051282051282
2673,PSII associated light-harvesting complex II,0.0001282051282051282
1925,Mitochondrial crista,0.0001282051282051282
219,Astral microtubule,0.0001282051282051282
2963,Sperm midpiece,0.0001282051282051282
1156,follicle-stimulating hormone complex,0.0001282051282051282
2726,Respiratory chain complex II,0.0001282051282051282
1952,Mitochondrial permeability transition pore complex,0.0001282051282051282
878,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) ",0.0001282051282051282
1074,Extrachromosomal DNA,0.0001282051282051282
2727,Respiratory chain complex III,0.0001282051282051282
1572,interleukin-35 complex,0.0001282051282051282
875,DNA replication termination region,0.0001282051282051282
3170,Transport vesicle membrane,0.0001282051282051282
828,Dense body,0.0001282051282051282
1159,Formate dehydrogenase complex,0.0001282051282051282
2114,Neuronal ribonucleoprotein granule,0.0001282051282051282
2646,protein-cysteine S-palmitoyltransferase complex,0.0001282051282051282
1231,Glutamatergic synapse,0.0001282051282051282
1548,Intercellular bridge,0.0001282051282051282
634,Complement component C1 complex,0.0001282051282051282
856,DNA gyrase complex,0.0001282051282051282
379,cAMP-dependent protein kinase complex,0.0001282051282051282
1246,Glycoprotein Ib-IX-V complex,0.0001282051282051282
590,Cleavage furrow,0.0001282051282051282
1446,IgG immunoglobulin complex,0.0001282051282051282
2292,PAR polarity complex,0.0001282051282051282
318,beta-catenin destruction complex,0.0001282051282051282
2693,Rad51C-XRCC3 complex,0.0001282051282051282
141,Amylin receptor complex 1,0.0001282051282051282
459,CENP-A containing chromatin,0.0001282051282051282
543,Ciliary basal body,0.0001282051282051282
1034,Eukaryotic translation initiation factor 2B complex,0.0001282051282051282
256,Axonemal central pair,0.0001282051282051282
1780,m-AAA complex,0.0001282051282051282
1734,Lewy body,0.0001282051282051282
566,Clathrin adaptor complex,0.0001282051282051282
2010,mRNA cap methyltransferase complex,0.0001282051282051282
82,Activin A complex,0.0001282051282051282
2203,Nuclear telomere cap complex,0.0001282051282051282
737,Cytochrome complex,0.0001282051282051282
3130,TIS granule,0.0001282051282051282
103,Alpha DNA polymerase:primase complex,0.00011538461538461538
2664,"proton-transporting V-type ATPase, V1 domain",0.00011538461538461538
911,Dystroglycan complex,0.00011538461538461538
3248,Ubiquitin activating enzyme complex,0.00011538461538461538
2902,Site of double-strand break,0.00011538461538461538
106,"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",0.00011538461538461538
2149,NPHP complex,0.00011538461538461538
3037,SUMO activating enzyme complex,0.00011538461538461538
347,BRCA1-A complex,0.00011538461538461538
2898,Sin3 complex,0.00011538461538461538
516,Cholinergic synapse,0.00011538461538461538
608,Collagen beaded filament,0.00011538461538461538
1120,Fc receptor complex,0.00011538461538461538
1414,Host cellular component,0.00011538461538461538
2016,MSL complex,0.00011538461538461538
384,Carboxysome,0.00011538461538461538
1207,Germinal vesicle,0.00011538461538461538
1157,Food vacuole,0.00011538461538461538
773,Cytoplasmic ubiquitin ligase complex,0.00011538461538461538
3246,UBC13-UEV1A complex,0.00011538461538461538
1195,GATOR1 complex,0.00011538461538461538
1990,MKS complex,0.00011538461538461538
1016,ESCRT I complex,0.00011538461538461538
1653,Isoamylase complex,0.00011538461538461538
3191,tRNA-splicing ligase complex,0.00011538461538461538
2549,Postsynaptic specialization membrane,0.00011538461538461538
3111,Tertiary granule,0.00011538461538461538
2386,Photoreceptor cell cilium,0.00011538461538461538
1455,IkappaB kinase complex,0.00011538461538461538
19,Driver_genes_MUT (KIRC),0.00011538461538461538
2266,Osmiophilic body,0.00011538461538461538
1363,H-gal-GP complex,0.00011538461538461538
2117,Neutrophil extracellular trap,0.00011538461538461538
2703,rDNA heterochromatin,0.00011538461538461538
205,Arbuscule,0.00011538461538461538
2565,Preprophase band,0.00011538461538461538
1564,interleukin-18 receptor complex,0.00011538461538461538
2252,Organellar small ribosomal subunit,0.00011538461538461538
2315,penta-snRNP complex,0.00011538461538461538
954,Endolysosome membrane,0.00011538461538461538
808,Dendrite cytoplasm,0.00011538461538461538
2946,Specific granule,0.00011538461538461538
1045,Exocytic vesicle membrane,0.00011538461538461538
3081,Syntrophin complex,0.00011538461538461538
2492,Podosome,0.00011538461538461538
423,Cell division site,0.00011538461538461538
252,Axonal growth cone,0.00011538461538461538
1969,Mitochondrial small ribosomal subunit,0.00011538461538461538
897,Dom34-Hbs1 complex,0.00010256410256410257
2921,Smc5-Smc6 complex,0.00010256410256410257
2713,RENT complex,0.00010256410256410257
783,Cytosolic aryl hydrocarbon receptor complex,0.00010256410256410257
1010,ERCC4-ERCC1 complex,0.00010256410256410257
1926,Mitochondrial crista junction,0.00010256410256410257
30,3-isopropylmalate dehydratase complex,0.00010256410256410257
2422,Pituitary gonadotropin complex,0.00010256410256410257
104,alpha-beta T cell receptor complex,0.00010256410256410257
3047,Supraspliceosomal complex,0.00010256410256410257
1913,MIM complex,0.00010256410256410257
172,Anthranilate synthase complex,0.00010256410256410257
431,Cell plate,0.00010256410256410257
1461,INA complex,0.00010256410256410257
2774,"RNA polymerase II, holoenzyme",0.00010256410256410257
1189,gamma-tubulin large complex,0.00010256410256410257
689,Cul2-RING ubiquitin ligase complex,0.00010256410256410257
746,Cytoplasmic exosome (RNase complex),0.00010256410256410257
2244,Omegasome,0.00010256410256410257
2692,Rad51B-Rad51C-Rad51D-XRCC2 complex,0.00010256410256410257
1235,Glutathione synthase complex,0.00010256410256410257
2350,PET complex,0.00010256410256410257
1886,Microneme,0.00010256410256410257
2284,P granule,0.00010256410256410257
966,Endoplasmic reticulum palmitoyltransferase complex,0.00010256410256410257
2533,Postsynaptic density,0.00010256410256410257
209,Arp2/3 protein complex,0.00010256410256410257
904,DUBm complex,0.00010256410256410257
1988,Mitotic spindle pole,0.00010256410256410257
259,Axonemal microtubule,0.00010256410256410257
374,calcium- and calmodulin-dependent protein kinase complex,0.00010256410256410257
1201,Gemini of coiled bodies,0.00010256410256410257
2691,Rad51B-Rad51C complex,0.00010256410256410257
1903,Microtubule organizing center attachment site,0.00010256410256410257
2028,"Multiple synapse bouton, contacting single dendrite",0.00010256410256410257
1190,gamma-tubulin small complex,0.00010256410256410257
2484,platelet-derived growth factor complex,0.00010256410256410257
1568,interleukin-23 receptor complex,0.00010256410256410257
88,Actomyosin contractile ring,0.00010256410256410257
3019,Stromule,0.00010256410256410257
573,Clathrin vesicle coat,0.00010256410256410257
1607,Intrinsic component of endoplasmic reticulum membrane,0.00010256410256410257
2586,Primary cell wall,0.00010256410256410257
2373,"Phosphatidylinositol 3-kinase complex, class III",0.00010256410256410257
2612,Proteasome storage granule,0.00010256410256410257
2017,Mst2 histone acetyltransferase complex,0.00010256410256410257
1108,F-actin capping protein complex,0.00010256410256410257
2053,Myofibril,0.00010256410256410257
2841,Secondary lysosome,0.00010256410256410257
1948,Mitochondrial nucleoid,0.00010256410256410257
2041,MutLbeta complex,0.00010256410256410257
132,Amino acid transport complex,0.00010256410256410257
2573,Presynaptic active zone cytoplasmic component,0.00010256410256410257
1545,Integrin complex,0.00010256410256410257
2817,Sarcoplasmic reticulum,0.00010256410256410257
3021,Subapical complex,0.00010256410256410257
1953,Mitochondrial processing peptidase complex,8.974358974358974e-05
2613,proteasome-activating nucleotidase complex,8.974358974358974e-05
1232,Glutaminase complex,8.974358974358974e-05
2499,Pole plasm,8.974358974358974e-05
2148,npBAF complex,8.974358974358974e-05
268,B800-850 antenna complex,8.974358974358974e-05
313,BCL-2 complex,8.974358974358974e-05
1685,Lamellipodium,8.974358974358974e-05
2753,Ribose phosphate diphosphokinase complex,8.974358974358974e-05
508,Chloroplast thylakoid,8.974358974358974e-05
648,Connexin complex,8.974358974358974e-05
1409,Holliday junction resolvase complex,8.974358974358974e-05
224,ATAC complex,8.974358974358974e-05
1791,Magnetosome,8.974358974358974e-05
1834,Meiotic cohesin complex,8.974358974358974e-05
2181,Nuclear origin of replication recognition complex,8.974358974358974e-05
2054,Myofilament,8.974358974358974e-05
2409,Piccolo NuA4 histone acetyltransferase complex,8.974358974358974e-05
