,Feature,Importance
1374,HDA1 complex,0.0002692307692307692
2790,Rpd3L complex,0.0002692307692307692
1368,H4/H2A histone acetyltransferase complex,0.0002692307692307692
2761,RISC-loading complex,0.0002692307692307692
2343,Peroxisomal importomer complex,0.0002692307692307692
2720,Respirasome,0.0002692307692307692
1191,Gap junction,0.0002692307692307692
234,ATPase inhibitor complex,0.0002692307692307692
593,Cluster of actin-based cell projections,0.0002692307692307692
961,Endoplasmic reticulum chaperone complex,0.0002564102564102564
2657,"proton-transporting two-sector ATPase complex, catalytic domain",0.0002564102564102564
1965,Mitochondrial ribonuclease P complex,0.0002564102564102564
2424,plant-type vacuole,0.0002564102564102564
2232,nucleus-vacuole junction,0.0002564102564102564
43,9+2 motile cilium,0.0002564102564102564
865,DNA polymerase processivity factor complex,0.0002564102564102564
1738,light-harvesting complex,0.0002564102564102564
2929,SNARE complex,0.0002564102564102564
1188,gamma-tubulin complex,0.0002564102564102564
391,Caspase complex,0.0002564102564102564
1643,Ire1 complex,0.0002564102564102564
1845,Membrane coat,0.0002564102564102564
788,Cytosolic region,0.00024358974358974357
1337,Granular component,0.00024358974358974357
2632,Protein N-acetylglucosaminyltransferase complex,0.00024358974358974357
1449,IgM immunoglobulin complex,0.00024358974358974357
2373,Phosphatidylinositol phosphate phosphatase complex,0.00024358974358974357
3310,XY body,0.00024358974358974357
3045,Survivin complex,0.00024358974358974357
3102,Terminal bouton,0.00024358974358974357
1216,Glial cell projection,0.00024358974358974357
524,Chromatin silencing complex,0.00024358974358974357
2940,SOSS complex,0.00024358974358974357
1687,Laminin complex,0.00024358974358974357
1751,low-density lipoprotein particle,0.00024358974358974357
2203,Nucleocytoplasmic transport complex,0.00024358974358974357
1211,Giant axon,0.00024358974358974357
2009,mRNA cleavage and polyadenylation specificity factor complex,0.00024358974358974357
243,Autosome,0.00024358974358974357
2721,Respiratory chain complex,0.00024358974358974357
3056,Symplast,0.00024358974358974357
1507,Integral component of organelle membrane,0.00024358974358974357
2746,Ribonuclease P complex,0.00023076923076923076
2007,mRNA cap binding complex,0.00023076923076923076
217,Aster,0.00023076923076923076
817,Dendritic lamellar body,0.00023076923076923076
1182,Galectin complex,0.00023076923076923076
1647,iron-sulfur cluster assembly complex,0.00023076923076923076
3185,tRNA methyltransferase complex,0.00023076923076923076
222,Asymmetric synapse,0.00023076923076923076
934,Eisosome,0.00023076923076923076
1444,IgE immunoglobulin complex,0.00023076923076923076
225,Atg1/ULK1 kinase complex,0.00023076923076923076
2795,RSF complex,0.00023076923076923076
874,DNA replication preinitiation complex,0.00023076923076923076
3153,Transforming growth factor beta activated kinase 1 complex,0.00023076923076923076
2711,Replication fork,0.00023076923076923076
3212,Type IV secretion system complex,0.00023076923076923076
2663,Proximal dendrite,0.00023076923076923076
1549,Interchromatin granule,0.00023076923076923076
341,Box C/D RNP complex,0.00023076923076923076
1770,Lysosomal membrane,0.00023076923076923076
35,4-aminobutyrate transaminase complex,0.00023076923076923076
317,BCOR complex,0.00023076923076923076
2010,mRNA cleavage factor complex,0.00023076923076923076
936,EKC/KEOPS complex,0.00021794871794871795
3296,voltage-gated calcium channel complex,0.00021794871794871795
1871,Methylosome,0.00021794871794871795
745,Cytoplasmic dynein complex,0.00021794871794871795
2159,Nuclear cyclin-dependent protein kinase holoenzyme complex,0.00021794871794871795
630,Columella,0.00021794871794871795
641,Condensed nuclear chromosome,0.00021794871794871795
2324,Perichromatin fibrils,0.00021794871794871795
233,ATPase dependent transmembrane transport complex,0.00021794871794871795
2487,Podocyte foot,0.00021794871794871795
2459,Plastid outer membrane,0.00021794871794871795
372,Calcium channel complex,0.00021794871794871795
3254,Unconventional myosin complex,0.00021794871794871795
2542,Postsynaptic membrane,0.00021794871794871795
2352,Phagocytic vesicle,0.00021794871794871795
216,Aspartate carbamoyltransferase complex,0.00021794871794871795
3172,TRAPPI protein complex,0.00021794871794871795
2727,Retromer complex,0.00021794871794871795
2811,Sarcolemma,0.00021794871794871795
2812,Sarcomere,0.00021794871794871795
664,COPII-coated ER to Golgi transport vesicle,0.00021794871794871795
339,BORC complex,0.00021794871794871795
667,Cornified envelope,0.00021794871794871795
2041,MutS complex,0.00021794871794871795
2801,RZZ complex,0.00021794871794871795
461,CENP-A recruiting complex,0.00020512820512820514
577,clathrin-coated vesicle,0.00020512820512820514
1708,Late endosome,0.00020512820512820514
1673,Kinetoplast,0.00020512820512820514
1149,Filtration diaphragm,0.00020512820512820514
1125,Female germ cell nucleus,0.00020512820512820514
1414,Host cellular component,0.00020512820512820514
566,Clathrin adaptor complex,0.00020512820512820514
23,Driver_genes_MET (all),0.00020512820512820514
2870,Serotonin receptor complex,0.00020512820512820514
1226,Glutamate dehydrogenase complex,0.00020512820512820514
2131,Noc complex,0.00020512820512820514
2712,Replication fork protection complex,0.00020512820512820514
19,Driver_genes_MUT (KIRC),0.00020512820512820514
2142,NoRC complex,0.00020512820512820514
1547,Intercellular bridge,0.00020512820512820514
2693,Radial spoke,0.00020512820512820514
2168,Nuclear exosome targeting complex,0.00020512820512820514
1116,Fatty acid beta-oxidation multienzyme complex,0.00020512820512820514
832,Dense fibrillar component,0.00020512820512820514
1555,Interferon regulatory factor complex,0.00020512820512820514
1991,MLL3/4 complex,0.00020512820512820514
3171,TRAPP complex,0.00020512820512820514
3080,T cell receptor complex,0.00020512820512820514
383,carboxy-terminal domain protein kinase complex,0.00020512820512820514
1044,Exocytic vesicle,0.00020512820512820514
141,Amylin receptor complex 1,0.00020512820512820514
1901,Microtubule organizing center attachment site,0.00020512820512820514
392,Catalase complex,0.00020512820512820514
3186,tRNA-intron endonuclease complex,0.00020512820512820514
181,AP-type membrane coat adaptor complex,0.00020512820512820514
1487,insulin-responsive compartment,0.00020512820512820514
668,Cortical actin cytoskeleton,0.00019230769230769228
2147,NPHP complex,0.00019230769230769228
424,Cell envelope,0.00019230769230769228
2366,"Phosphatidylinositol 3-kinase complex, class I",0.00019230769230769228
2192,Nuclear proteasome complex,0.00019230769230769228
525,Chromatoid body,0.00019230769230769228
3263,Vacuolar lumen,0.00019230769230769228
2633,Protein phosphatase 4 complex,0.00019230769230769228
3285,Vesicle coat,0.00019230769230769228
1465,Inflammasome complex,0.00019230769230769228
2517,Pore complex,0.00019230769230769228
2442,Plasma membrane-derived chromatophore,0.00019230769230769228
3010,STING complex,0.00019230769230769228
3083,t-UTP complex,0.00019230769230769228
1732,Lewy body,0.00019230769230769228
2045,MWP complex,0.00019230769230769228
1357,guanyl-nucleotide exchange factor complex,0.00019230769230769228
443,cell-cell contact zone,0.00019230769230769228
942,Elongin complex,0.00019230769230769228
2807,SAGA complex,0.00019230769230769228
3097,Telomerase holoenzyme complex,0.00019230769230769228
2776,RNAi effector complex,0.00019230769230769228
737,Cytochrome complex,0.00019230769230769228
1198,GCH1 complex,0.00019230769230769228
248,Axon cytoplasm,0.00019230769230769228
2398,Photosystem II,0.00017948717948717947
2323,Pericentriolar material,0.00017948717948717947
387,Cardiac Troponin complex,0.00017948717948717947
2253,Organelle envelope lumen,0.00017948717948717947
1371,Haustorium,0.00017948717948717947
2377,phospholipid-translocating ATPase complex,0.00017948717948717947
2178,Nuclear MIS12/MIND complex,0.00017948717948717947
2189,Nuclear pore outer ring,0.00017948717948717947
2566,Prespliceosome,0.00017948717948717947
2489,Podosome,0.00017948717948717947
812,Dendritic branch point,0.00017948717948717947
2437,Plasma membrane region,0.00017948717948717947
994,Enzyme activator complex,0.00017948717948717947
551,Ciliary pocket,0.00017948717948717947
91,Adherens junction,0.00017948717948717947
1752,low-density lipoprotein receptor complex,0.00017948717948717947
1094,Extrinsic component of plasma membrane,0.00017948717948717947
931,Egg chorion,0.00017948717948717947
3039,Superoxide dismutase complex,0.00017948717948717947
906,Dynactin complex,0.00017948717948717947
2803,S-layer,0.00017948717948717947
567,Clathrin coat,0.00017948717948717947
2124,nitric-oxide synthase complex,0.00017948717948717947
3209,Type III protein secretion system complex,0.00017948717948717947
747,Cytoplasmic microtubule,0.00017948717948717947
685,CST complex,0.00017948717948717947
2153,NuA4 histone acetyltransferase complex,0.00017948717948717947
287,BAK complex,0.00017948717948717947
1887,Micronucleus,0.00017948717948717947
1305,GO:0140720,0.00017948717948717947
982,Endosome membrane,0.00017948717948717947
1881,Microbody lumen,0.00017948717948717947
598,Coated membrane,0.00017948717948717947
83,Activin AB complex,0.00016666666666666666
3176,Tricarboxylic acid cycle enzyme complex,0.00016666666666666666
2934,Sodium channel complex,0.00016666666666666666
3141,trans-Golgi network,0.00016666666666666666
2423,plant-type cell wall,0.00016666666666666666
3061,Synaptic membrane,0.00016666666666666666
952,Endolysosome,0.00016666666666666666
2609,Proteasome storage granule,0.00016666666666666666
2898,Site of DNA damage,0.00016666666666666666
1879,MICOS complex,0.00016666666666666666
319,beta-galactosidase complex,0.00016666666666666666
2838,Secondary lysosome,0.00016666666666666666
356,Brush border,0.00016666666666666666
891,dolichyl-phosphate-mannose-protein mannosyltransferase complex,0.00016666666666666666
396,Catenin complex,0.00016666666666666666
2506,Polyketide synthase complex,0.00016666666666666666
2753,Ribulose bisphosphate carboxylase complex,0.00016666666666666666
1217,Glial cytoplasmic inclusion,0.00016666666666666666
871,DNA replication factor A complex,0.00016666666666666666
1328,Golgi stack,0.00016666666666666666
2640,Protein tyrosine phosphatase complex,0.00016666666666666666
1320,Golgi cis cisterna,0.00016666666666666666
201,Apolipoprotein B mRNA editing enzyme complex,0.00016666666666666666
2453,Plastid inner membrane,0.00016666666666666666
400,CatSper complex,0.00016666666666666666
2287,Palmitoyltransferase complex,0.00016666666666666666
1641,Ionotropic glutamate receptor complex,0.00016666666666666666
31,3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex,0.00016666666666666666
550,Ciliary plasm,0.00016666666666666666
544,Ciliary base,0.00016666666666666666
2156,Nuclear cap binding complex,0.00016666666666666666
506,Chloroplast stroma,0.00016666666666666666
2255,Organelle lumen,0.00016666666666666666
1937,Mitochondrial intermembrane space,0.00016666666666666666
689,Cul2-RING ubiquitin ligase complex,0.00016666666666666666
1986,Mitotic spindle pole,0.00016666666666666666
670,Cortical endoplasmic reticulum,0.00016666666666666666
924,EDS1 disease-resistance complex,0.00015384615384615385
1672,Kinetochore microtubule,0.00015384615384615385
855,DNA bending complex,0.00015384615384615385
2127,NLRP3 inflammasome complex,0.00015384615384615385
1571,interleukin-35 complex,0.00015384615384615385
2765,RNA N6-methyladenosine methyltransferase complex,0.00015384615384615385
1554,Interferon regulatory factor 7 complex,0.00015384615384615385
2972,Spindle pole,0.00015384615384615385
2918,Smc5-Smc6 complex,0.00015384615384615385
2671,PTEN phosphatase complex,0.00015384615384615385
637,Complex of collagen trimers,0.00015384615384615385
1236,glycerol-3-phosphate dehydrogenase complex,0.00015384615384615385
318,beta-catenin destruction complex,0.00015384615384615385
2257,Organelle membrane contact site,0.00015384615384615385
2327,Perineuronal net,0.00015384615384615385
2809,SAM complex,0.00015384615384615385
589,Cleavage body,0.00015384615384615385
376,Calpain complex,0.00015384615384615385
2322,Pericentric heterochromatin,0.00015384615384615385
432,Cell pole,0.00015384615384615385
2694,Radial spoke head,0.00015384615384615385
1711,Late recombination nodule,0.00015384615384615385
2284,P-TEFb complex,0.00015384615384615385
966,Endoplasmic reticulum palmitoyltransferase complex,0.00015384615384615385
2282,P granule,0.00015384615384615385
1403,Histone H3-K14 acetyltransferase complex,0.00015384615384615385
2725,Respiratory chain complex IV,0.00015384615384615385
142,Amylin receptor complex 2,0.00014102564102564101
2376,Phospholamban complex,0.00014102564102564101
1613,Intrinsic component of mitochondrial inner membrane,0.00014102564102564101
1242,Glycocalyx,0.00014102564102564101
2723,Respiratory chain complex II,0.00014102564102564101
2139,non-motile cilium,0.00014102564102564101
2986,Spore wall,0.00014102564102564101
2921,Smooth endoplasmic reticulum,0.00014102564102564101
256,Axonemal central pair,0.00014102564102564101
2027,Multivesicular body,0.00014102564102564101
3188,tRNA-splicing ligase complex,0.00014102564102564101
542,CIA complex,0.00014102564102564101
899,Dosage compensation complex,0.00014102564102564101
3321,Z disc,0.00014102564102564101
573,Clathrin vesicle coat,0.00014102564102564101
904,DUBm complex,0.00014102564102564101
576,clathrin-coated pit,0.00014102564102564101
1707,Las1 complex,0.00014102564102564101
2858,Septin cytoskeleton,0.00014102564102564101
1710,Late endosome membrane,0.00014102564102564101
1144,Filamentous actin,0.00014102564102564101
1141,ficolin-1-rich granule,0.00014102564102564101
1884,Microneme,0.00014102564102564101
2426,Plasma lipoprotein particle,0.00014102564102564101
2350,Phagocytic cup,0.00014102564102564101
3139,TRAMP complex,0.00014102564102564101
3261,UTP-C complex,0.00014102564102564101
3273,Varicosity,0.00014102564102564101
1792,Main axon,0.00014102564102564101
496,Chloroplast membrane,0.00014102564102564101
492,Chloroplast envelope,0.00014102564102564101
1019,ESCRT IV complex,0.00014102564102564101
3167,Transport vesicle membrane,0.00014102564102564101
1018,ESCRT III complex,0.00014102564102564101
80,actin-based cell projection,0.00014102564102564101
2456,Plastid membrane,0.00014102564102564101
1364,H-NS complex,0.00014102564102564101
820,Dendritic spine,0.00014102564102564101
2438,Plasma membrane respirasome,0.00014102564102564101
1012,ERMES complex,0.00014102564102564101
2430,Plasma membrane light-harvesting complex,0.00014102564102564101
851,Distal dendrite,0.00014102564102564101
1800,Manchette,0.00014102564102564101
1946,Mitochondrial nucleoid,0.00014102564102564101
377,Calprotectin complex,0.00014102564102564101
869,DNA recombinase mediator complex,0.00014102564102564101
1950,Mitochondrial permeability transition pore complex,0.00014102564102564101
1041,Excitatory synapse,0.00014102564102564101
3298,voltage-gated sodium channel complex,0.00014102564102564101
3136,TORC2 complex,0.0001282051282051282
3020,Subcortical maternal complex,0.0001282051282051282
1118,Fatty acid synthase complex,0.0001282051282051282
140,Amylin receptor complex,0.0001282051282051282
1043,Exocyst,0.0001282051282051282
2043,MutSbeta complex,0.0001282051282051282
1736,Lewy neurite,0.0001282051282051282
3175,TRC complex,0.0001282051282051282
1743,Linear element,0.0001282051282051282
2042,MutSalpha complex,0.0001282051282051282
1781,Macronucleus,0.0001282051282051282
3106,Terminal web,0.0001282051282051282
2038,MutLalpha complex,0.0001282051282051282
3051,Swr1 complex,0.0001282051282051282
691,Cul4-RING E3 ubiquitin ligase complex,0.0001282051282051282
2899,Site of double-strand break,0.0001282051282051282
938,Elastic fiber,0.0001282051282051282
2946,Spectrin,0.0001282051282051282
633,Compact myelin,0.0001282051282051282
2016,MTREC complex,0.0001282051282051282
3219,U12 snRNP,0.0001282051282051282
1990,MLL1/2 complex,0.0001282051282051282
1877,MHC protein complex,0.0001282051282051282
1131,Ferritin complex,0.0001282051282051282
2762,RITS complex,0.0001282051282051282
3230,U2-type spliceosomal complex,0.0001282051282051282
268,B800-850 antenna complex,0.0001282051282051282
459,CENP-A containing chromatin,0.0001282051282051282
886,DnaB helicase complex,0.0001282051282051282
1225,Glutamate decarboxylase complex,0.0001282051282051282
460,CENP-A containing nucleosome,0.0001282051282051282
3320,Z chromosome,0.0001282051282051282
2220,Nucleosomal methylation activator complex,0.0001282051282051282
2696,Ragulator complex,0.0001282051282051282
3239,U6 snRNP,0.0001282051282051282
2673,PTW/PP1 phosphatase complex,0.0001282051282051282
2661,"proton-transporting V-type ATPase, V1 domain",0.0001282051282051282
1572,interleukin-4 receptor complex,0.0001282051282051282
856,DNA gyrase complex,0.0001282051282051282
1581,Internode region of axon,0.0001282051282051282
2610,proteasome-activating nucleotidase complex,0.0001282051282051282
2165,Nuclear envelope lumen,0.0001282051282051282
1178,GABA receptor complex,0.0001282051282051282
1411,Homomeric SMAD protein complex,0.0001282051282051282
2106,Neuron to neuron synapse,0.0001282051282051282
237,Autolysosome,0.0001282051282051282
797,DBIRD complex,0.0001282051282051282
574,clathrin-coated endocytic vesicle,0.0001282051282051282
819,Dendritic shaft,0.0001282051282051282
2857,Septin complex,0.0001282051282051282
2063,Myosin VI complex,0.0001282051282051282
1715,Lateral loop,0.0001282051282051282
2380,Phosphopyruvate hydratase complex,0.0001282051282051282
1201,Gemini of coiled bodies,0.0001282051282051282
2821,SCAR complex,0.0001282051282051282
1491,Integral component of endoplasmic reticulum membrane,0.00011538461538461538
1323,Golgi cisterna membrane,0.00011538461538461538
1409,Holliday junction resolvase complex,0.00011538461538461538
1010,ERCC4-ERCC1 complex,0.00011538461538461538
2555,pre-B cell receptor complex,0.00011538461538461538
990,Enhanceosome,0.00011538461538461538
2219,Nucleoplasmic THO complex,0.00011538461538461538
2504,Polycystin complex,0.00011538461538461538
2357,Phagophore,0.00011538461538461538
1923,Mitochondrial crista,0.00011538461538461538
1361,GW body,0.00011538461538461538
3265,Vacuolar proton-transporting V-type ATPase complex,0.00011538461538461538
1951,Mitochondrial processing peptidase complex,0.00011538461538461538
3217,U11 snRNP,0.00011538461538461538
1117,Fatty acid elongase complex,0.00011538461538461538
2814,Sarcoplasmic reticulum,0.00011538461538461538
1108,F-actin capping protein complex,0.00011538461538461538
2052,Myofilament,0.00011538461538461538
2882,SHREC complex,0.00011538461538461538
1756,Lsm2-8 complex,0.00011538461538461538
3283,very-low-density lipoprotein particle,0.00011538461538461538
2771,"RNA polymerase II, holoenzyme",0.00011538461538461538
2948,Spectrosome,0.00011538461538461538
3075,Synaptonemal structure,0.00011538461538461538
1228,glutamate-cysteine ligase complex,0.00011538461538461538
2724,Respiratory chain complex III,0.00011538461538461538
2706,Recycling endosome,0.00011538461538461538
1120,Fc receptor complex,0.00011538461538461538
2160,Nuclear dicing body,0.00011538461538461538
3312,Y-shaped link,0.00011538461538461538
2683,Pyruvate dehydrogenase complex,0.00011538461538461538
1967,Mitochondrial small ribosomal subunit,0.00011538461538461538
2115,Neutrophil extracellular trap,0.00011538461538461538
1664,Keratin filament,0.00011538461538461538
209,Arp2/3 protein complex,0.00011538461538461538
826,Dendritic tree,0.00011538461538461538
67,Actin cortical patch,0.00011538461538461538
463,Central cylinder,0.00011538461538461538
766,Cytoplasmic side of membrane,0.00011538461538461538
258,Axonemal dynein complex,0.00011538461538461538
96,Aggresome,0.00011538461538461538
944,EMILIN complex,0.00011538461538461538
692,Cul4A-RING E3 ubiquitin ligase complex,0.00011538461538461538
203,Apoptosome,0.00011538461538461538
648,Connexin complex,0.00011538461538461538
911,Dystroglycan complex,0.00011538461538461538
1206,Germ tube,0.00010256410256410257
384,Carboxysome,0.00010256410256410257
3082,T-tubule,0.00010256410256410257
438,Cell tip,0.00010256410256410257
954,Endolysosome membrane,0.00010256410256410257
2875,Sexine,0.00010256410256410257
1034,Eukaryotic translation initiation factor 2B complex,0.00010256410256410257
651,Contractile fiber,0.00010256410256410257
425,Cell envelope Sec protein transport complex,0.00010256410256410257
537,"chromosome, subtelomeric region",0.00010256410256410257
493,Chloroplast inner membrane,0.00010256410256410257
2896,Sin3-type complex,0.00010256410256410257
2264,Osmiophilic body,0.00010256410256410257
1386,Heterochromatin domain,0.00010256410256410257
1959,Mitochondrial pyruvate dehydrogenase complex,0.00010256410256410257
900,DPS complex,0.00010256410256410257
2703,Recombination nodule,0.00010256410256410257
448,Cellular bud neck,0.00010256410256410257
435,Cell septum,0.00010256410256410257
572,Clathrin complex,0.00010256410256410257
2386,Photoreceptor distal connecting cilium,0.00010256410256410257
3034,SUMO activating enzyme complex,0.00010256410256410257
3191,TTT complex,0.00010256410256410257
37,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex",0.00010256410256410257
721,Cyclin D1-CDK4 complex,0.00010256410256410257
1611,Intrinsic component of Golgi membrane,0.00010256410256410257
2709,Reelin complex,0.00010256410256410257
1988,MKS complex,0.00010256410256410257
2146,npBAF complex,0.00010256410256410257
379,cAMP-dependent protein kinase complex,0.00010256410256410257
1758,LUBAC complex,0.00010256410256410257
56,Acid phosphatase complex,0.00010256410256410257
926,Efflux pump complex,0.00010256410256410257
1778,m-AAA complex,0.00010256410256410257
2750,Ribose phosphate diphosphokinase complex,0.00010256410256410257
333,BLOC complex,0.00010256410256410257
875,DNA replication termination region,0.00010256410256410257
3060,Synaptic cleft,0.00010256410256410257
1446,IgG immunoglobulin complex,0.00010256410256410257
1237,Glycine cleavage complex,0.00010256410256410257
2512,Polytene chromosome,0.00010256410256410257
1768,Lysosomal lumen,0.00010256410256410257
841,Dihydrolipoyl dehydrogenase complex,0.00010256410256410257
1883,Microfibril,0.00010256410256410257
2994,Starch grain,0.00010256410256410257
733,cyclin/CDK positive transcription elongation factor complex,0.00010256410256410257
374,calcium- and calmodulin-dependent protein kinase complex,0.00010256410256410257
2034,Muscle myosin complex,0.00010256410256410257
2558,pre-snoRNP complex,0.00010256410256410257
2585,Primary dendrite,0.00010256410256410257
1840,Melanosome,0.00010256410256410257
2394,Photosystem,0.00010256410256410257
2463,Plastid stroma,0.00010256410256410257
1746,Lipopolysaccharide receptor complex,0.00010256410256410257
2960,Sperm midpiece,0.00010256410256410257
1796,Male pronucleus,8.974358974358974e-05
1363,H-gal-GP complex,8.974358974358974e-05
273,Bacterial nucleoid,8.974358974358974e-05
2481,platelet-derived growth factor complex,8.974358974358974e-05
174,Antipodal site,8.974358974358974e-05
2895,Sin3 complex,8.974358974358974e-05
1740,"light-harvesting complex, peripheral complex",8.974358974358974e-05
252,Axonal growth cone,8.974358974358974e-05
1159,Formate dehydrogenase complex,8.974358974358974e-05
508,Chloroplast thylakoid,8.974358974358974e-05
1322,Golgi cisterna,8.974358974358974e-05
2744,Ribonuclease III complex,8.974358974358974e-05
2641,protein-carbohydrate complex,8.974358974358974e-05
2313,penta-snRNP complex,8.974358974358974e-05
2274,Outer kinetochore,8.974358974358974e-05
3208,Type III polyketide synthase complex,8.974358974358974e-05
2730,Retrotransposon nucleocapsid,8.974358974358974e-05
1153,Flotillin complex,8.974358974358974e-05
1801,Mannan polymerase complex,8.974358974358974e-05
2389,Photoreceptor outer segment,8.974358974358974e-05
307,Basolateral plasma membrane,8.974358974358974e-05
206,ARC complex,8.974358974358974e-05
419,Cell body fiber,8.974358974358974e-05
1833,Meiotic nuclear membrane microtubule tethering complex,8.974358974358974e-05
2690,Rad51C-XRCC3 complex,8.974358974358974e-05
204,Apoptotic body,8.974358974358974e-05
2104,Neuron projection terminus,8.974358974358974e-05
2340,Perisynaptic extracellular matrix,8.974358974358974e-05
1412,HOPS complex,8.974358974358974e-05
543,Ciliary basal body,8.974358974358974e-05
2679,pyrophosphate-dependent phosphofructokinase complex,8.974358974358974e-05
153,Anchored component of membrane,8.974358974358974e-05
2500,Pollen tube,8.974358974358974e-05
477,CERF complex,8.974358974358974e-05
1460,Immunological synapse,8.974358974358974e-05
2245,Ooplasm,8.974358974358974e-05
3127,TIS granule,8.974358974358974e-05
149,Anaerobic ribonucleoside-triphosphate reductase complex,8.974358974358974e-05
678,Costamere,8.974358974358974e-05
104,alpha-beta T cell receptor complex,8.974358974358974e-05
1244,Glycolate oxidase complex,8.974358974358974e-05
467,Centralspindlin complex,8.974358974358974e-05
3181,Tripartite ATP-independent periplasmic transporter complex,8.974358974358974e-05
3025,Succinate dehydrogenase complex,8.974358974358974e-05
357,Brush border membrane,8.974358974358974e-05
1045,Exocytic vesicle membrane,8.974358974358974e-05
1189,gamma-tubulin large complex,8.974358974358974e-05
1915,Mis6-Sim4 complex,8.974358974358974e-05
2792,Rpd3S/Clr6-CII complex,8.974358974358974e-05
2800,Ryanodine receptor complex,8.974358974358974e-05
1535,Integrin alphaIIb-beta3 complex,8.974358974358974e-05
1980,Mitotic spindle assembly checkpoint MAD1-MAD2 complex,8.974358974358974e-05
2005,MPT synthase complex,7.692307692307693e-05
2201,Nuclear telomere cap complex,7.692307692307693e-05
1975,"Mitotic checkpoint complex, CDC20-MAD2 subcomplex",7.692307692307693e-05
1231,Glutamatergic synapse,7.692307692307693e-05
734,Cyst wall,7.692307692307693e-05
3184,tRNA (m7G46) methyltransferase complex,7.692307692307693e-05
2419,Pituitary gonadotropin complex,7.692307692307693e-05
3190,TSC1-TSC2 complex,7.692307692307693e-05
189,Apical junction complex,7.692307692307693e-05
251,Axon terminus,7.692307692307693e-05
82,Activin A complex,7.692307692307693e-05
2008,mRNA cap methyltransferase complex,7.692307692307693e-05
1590,Intracellular immature spore,7.692307692307693e-05
735,Cysteine synthase complex,7.692307692307693e-05
88,Actomyosin contractile ring,7.692307692307693e-05
3196,Tumor necrosis factor receptor superfamily complex,7.692307692307693e-05
1683,Lamellipodium,7.692307692307693e-05
868,DNA recombinase complex,7.692307692307693e-05
1972,Mitosome,7.692307692307693e-05
2410,Pigment granule,7.692307692307693e-05
717,Cyclin A2-CDK1 complex,7.692307692307693e-05
2014,MSL complex,7.692307692307693e-05
320,beta-heterochromatin,7.692307692307693e-05
2510,Polysomal ribosome,7.692307692307693e-05
2091,Nematocyst,7.692307692307693e-05
652,Contractile ring,7.692307692307693e-05
773,Cytoplasmic ubiquitin ligase complex,7.692307692307693e-05
177,AP-2 adaptor complex,7.692307692307693e-05
837,Desmosome,7.692307692307693e-05
2171,Nuclear lamina,7.692307692307693e-05
1567,interleukin-23 receptor complex,7.692307692307693e-05
2056,Myosin II complex,7.692307692307693e-05
3245,Ubiquitin activating enzyme complex,7.692307692307693e-05
1934,Mitochondrial inner membrane assembly complex,7.692307692307693e-05
1347,Growth cone,7.692307692307693e-05
704,Cvt vesicle,7.692307692307693e-05
3267,"Vacuolar proton-transporting V-type ATPase, V1 domain",7.692307692307693e-05
431,Cell plate,7.692307692307693e-05
406,CBF3 complex,7.692307692307693e-05
1787,Magnesium chelatase complex,7.692307692307693e-05
3297,voltage-gated potassium channel complex,7.692307692307693e-05
1042,Exine,7.692307692307693e-05
1873,MHC class I peptide loading complex,7.692307692307693e-05
1433,I band,7.692307692307693e-05
2355,Phagolysosome,7.692307692307693e-05
1499,Integral component of mitochondrial inner membrane,7.692307692307693e-05
3234,U4/U6 x U5 tri-snRNP complex,7.692307692307693e-05
2177,Nuclear microtubule,7.692307692307693e-05
3225,U2-type catalytic step 2 spliceosome,7.692307692307693e-05
3111,tetraspanin-enriched microdomain,6.41025641025641e-05
2836,Secondary cell wall,6.41025641025641e-05
401,Caveola,6.41025641025641e-05
2601,Proteasome activator complex,6.41025641025641e-05
950,Endocytic vesicle membrane,6.41025641025641e-05
2651,proton-transporting ATP synthase complex,6.41025641025641e-05
2492,Polar microtubule,6.41025641025641e-05
3018,Subapical complex,6.41025641025641e-05
3292,Viral transcriptional complex,6.41025641025641e-05
1911,MIM complex,6.41025641025641e-05
1832,Meiotic cohesin complex,6.41025641025641e-05
897,Dom34-Hbs1 complex,6.41025641025641e-05
2179,Nuclear origin of replication recognition complex,6.41025641025641e-05
1016,ESCRT I complex,6.41025641025641e-05
219,Astral microtubule,6.41025641025641e-05
3160,Translation repressor complex,6.41025641025641e-05
1662,Katanin complex,6.41025641025641e-05
1256,GMP reductase complex,6.41025641025641e-05
1243,Glycogen granule,6.41025641025641e-05
2003,Mpp10 complex,6.41025641025641e-05
2234,NVT complex,6.41025641025641e-05
3144,trans-Golgi network transport vesicle membrane,6.41025641025641e-05
1455,IkappaB kinase complex,6.41025641025641e-05
1898,Microtubule end,6.41025641025641e-05
2134,Noc4p-Nop14p complex,6.41025641025641e-05
655,Contractile vacuole complex,6.41025641025641e-05
604,cofilin-actin rod,6.41025641025641e-05
2344,Peroxisomal matrix,6.41025641025641e-05
2445,Plasmodesma,6.41025641025641e-05
2969,Spindle matrix,6.41025641025641e-05
811,Dendritic branch,6.41025641025641e-05
559,Ciliary vesicle,6.41025641025641e-05
1681,Lamellar body,6.41025641025641e-05
3179,triglyceride-rich plasma lipoprotein particle,6.41025641025641e-05
2026,"Multiple synapse bouton, contacting single dendrite",6.41025641025641e-05
2945,Specific granule membrane,6.41025641025641e-05
864,DNA polymerase III complex,6.41025641025641e-05
